model,dataset,feature,layer,neuron,test_mcc,test_f1_score,test_precision,test_recall,coef
pythia-2.8b,natural_lang_id.pyth.512.-1,el,0,5438,1.0,1.0,1.0,1.0,17.285437
pythia-2.8b,natural_lang_id.pyth.512.-1,el,0,5548,1.0,1.0,1.0,1.0,38.037983
pythia-2.8b,natural_lang_id.pyth.512.-1,el,0,5686,1.0,1.0,1.0,1.0,26.392294
pythia-2.8b,natural_lang_id.pyth.512.-1,el,0,6096,1.0,1.0,1.0,1.0,40.26963
pythia-2.8b,natural_lang_id.pyth.512.-1,el,0,6324,1.0,1.0,1.0,1.0,40.591473
pythia-2.8b,natural_lang_id.pyth.512.-1,el,0,6398,1.0,1.0,1.0,1.0,37.638523
pythia-2.8b,natural_lang_id.pyth.512.-1,el,0,6440,1.0,1.0,1.0,1.0,31.253386
pythia-2.8b,natural_lang_id.pyth.512.-1,el,0,6560,1.0,1.0,1.0,1.0,29.335064
pythia-2.8b,natural_lang_id.pyth.512.-1,el,0,7913,1.0,1.0,1.0,1.0,42.190804
pythia-2.8b,natural_lang_id.pyth.512.-1,el,3,316,1.0,1.0,1.0,1.0,51.178204
pythia-2.8b,natural_lang_id.pyth.512.-1,el,3,741,1.0,1.0,1.0,1.0,44.014988
pythia-2.8b,natural_lang_id.pyth.512.-1,el,6,5508,1.0,1.0,1.0,1.0,43.16606
pythia-2.8b,natural_lang_id.pyth.512.-1,el,5,6363,1.0,1.0,1.0,1.0,39.38944
pythia-2.8b,natural_lang_id.pyth.512.-1,el,5,4360,1.0,1.0,1.0,1.0,22.87547
pythia-2.8b,natural_lang_id.pyth.512.-1,el,5,4413,1.0,1.0,1.0,1.0,37.095318
pythia-2.8b,natural_lang_id.pyth.512.-1,el,5,4664,1.0,1.0,1.0,1.0,46.872948
pythia-2.8b,natural_lang_id.pyth.512.-1,el,5,5042,1.0,1.0,1.0,1.0,29.89605
pythia-2.8b,natural_lang_id.pyth.512.-1,el,5,5153,1.0,1.0,1.0,1.0,43.17352
pythia-2.8b,natural_lang_id.pyth.512.-1,el,5,5238,1.0,1.0,1.0,1.0,35.421665
pythia-2.8b,natural_lang_id.pyth.512.-1,el,5,5891,1.0,1.0,1.0,1.0,45.02366
pythia-2.8b,natural_lang_id.pyth.512.-1,el,5,5911,1.0,1.0,1.0,1.0,39.16508
pythia-2.8b,natural_lang_id.pyth.512.-1,el,5,6153,1.0,1.0,1.0,1.0,35.92533
pythia-2.8b,natural_lang_id.pyth.512.-1,el,5,7036,1.0,1.0,1.0,1.0,29.530523
pythia-2.8b,natural_lang_id.pyth.512.-1,el,3,2009,1.0,1.0,1.0,1.0,47.735077
pythia-2.8b,natural_lang_id.pyth.512.-1,el,5,9226,1.0,1.0,1.0,1.0,24.21182
pythia-2.8b,natural_lang_id.pyth.512.-1,el,5,9388,1.0,1.0,1.0,1.0,32.014317
pythia-2.8b,natural_lang_id.pyth.512.-1,el,5,9530,1.0,1.0,1.0,1.0,33.059223
pythia-2.8b,natural_lang_id.pyth.512.-1,el,5,10006,1.0,1.0,1.0,1.0,29.146833
pythia-2.8b,natural_lang_id.pyth.512.-1,el,6,467,1.0,1.0,1.0,1.0,39.58253
pythia-2.8b,natural_lang_id.pyth.512.-1,el,6,704,1.0,1.0,1.0,1.0,56.7794
pythia-2.8b,natural_lang_id.pyth.512.-1,el,6,1552,1.0,1.0,1.0,1.0,52.570324
pythia-2.8b,natural_lang_id.pyth.512.-1,el,6,3857,1.0,1.0,1.0,1.0,31.899405
pythia-2.8b,natural_lang_id.pyth.512.-1,el,6,5365,1.0,1.0,1.0,1.0,32.052902
pythia-2.8b,natural_lang_id.pyth.512.-1,el,5,4212,1.0,1.0,1.0,1.0,45.56873
pythia-2.8b,natural_lang_id.pyth.512.-1,el,5,3853,1.0,1.0,1.0,1.0,31.015842
pythia-2.8b,natural_lang_id.pyth.512.-1,el,5,3101,1.0,1.0,1.0,1.0,31.392248
pythia-2.8b,natural_lang_id.pyth.512.-1,el,5,2369,1.0,1.0,1.0,1.0,20.203302
pythia-2.8b,natural_lang_id.pyth.512.-1,el,3,7921,1.0,1.0,1.0,1.0,36.60068
pythia-2.8b,natural_lang_id.pyth.512.-1,el,3,7961,1.0,1.0,1.0,1.0,36.466003
pythia-2.8b,natural_lang_id.pyth.512.-1,el,3,8182,1.0,1.0,1.0,1.0,56.051517
pythia-2.8b,natural_lang_id.pyth.512.-1,el,3,8412,1.0,1.0,1.0,1.0,29.896982
pythia-2.8b,natural_lang_id.pyth.512.-1,el,3,8836,1.0,1.0,1.0,1.0,43.62066
pythia-2.8b,natural_lang_id.pyth.512.-1,el,4,653,1.0,1.0,1.0,1.0,37.431988
pythia-2.8b,natural_lang_id.pyth.512.-1,el,4,1651,1.0,1.0,1.0,1.0,33.910248
pythia-2.8b,natural_lang_id.pyth.512.-1,el,4,3447,1.0,1.0,1.0,1.0,45.439293
pythia-2.8b,natural_lang_id.pyth.512.-1,el,4,4314,1.0,1.0,1.0,1.0,46.285233
pythia-2.8b,natural_lang_id.pyth.512.-1,el,4,5236,1.0,1.0,1.0,1.0,50.031326
pythia-2.8b,natural_lang_id.pyth.512.-1,el,4,5641,1.0,1.0,1.0,1.0,39.981373
