model,dataset,feature,layer,neuron,test_mcc,test_f1_score,test_precision,test_recall,coef
pythia-1.4b,programming_lang_id.pyth.512.-1,XML,2,1761,0.6558339829719954,0.6731391585760517,0.5621621621621622,0.8387096774193549,23.897324
pythia-1.4b,ewt.pyth.512.-1,upos_PRON,11,6331,0.5843455698564999,0.672571777642028,0.626636311895276,0.7257745550428477,4.944071
pythia-1.4b,latex.pyth.1024.-1,is_superscript,9,7471,0.5429597998262756,0.6601435094585779,0.660574412532637,0.6597131681877445,3.9439883
pythia-1.4b,ewt.pyth.512.-1,VerbForm_Inf,9,2014,0.5568062825580591,0.6542222222222223,0.6109573879358052,0.7040816326530612,5.69515
pythia-1.4b,text_features.pyth.256.10000,is_not_alphanumeric,2,3392,0.559818448201677,0.6434426229508197,0.4853168469860896,0.9544072948328267,10.47292
pythia-1.4b,ewt.pyth.512.-1,VerbForm_Part,8,311,0.558557369408837,0.6408450704225351,0.6780923994038748,0.6074766355140186,2.3549864
pythia-1.4b,ewt.pyth.512.-1,upos_NOUN,14,1591,0.5333544107657298,0.6315789473684211,0.5846153846153846,0.6867469879518072,2.768544
pythia-1.4b,ewt.pyth.512.-1,upos_SYM,11,6238,0.6169970794803604,0.6289308176100629,0.646551724137931,0.6122448979591837,2.6903937
pythia-1.4b,text_features.pyth.256.10000,no_leading_space_and_loweralpha,3,3810,0.5466881684214344,0.6085544125609096,0.4411302982731554,0.9808027923211169,21.605797
pythia-1.4b,latex.pyth.1024.-1,is_subscript,9,3627,0.49166042855915676,0.6047860768672951,0.6682692307692307,0.552317880794702,3.7392747
pythia-1.4b,ewt.pyth.512.-1,upos_INTJ,14,6454,0.5715700085830263,0.5690072639225182,0.444234404536862,0.7912457912457912,2.7093868
pythia-1.4b,distribution_id.pyth.512.-1,pubmed_abstracts,18,7745,0.49623457889114697,0.4923076923076924,0.41025641025641024,0.6153846153846154,9.363906
