model,dataset,feature,layer,neuron,test_mcc,test_f1_score,test_precision,test_recall,coef
pythia-1b,ewt.pyth.512.-1,upos_X,7,2381,0.7063016300038267,0.7529411764705882,0.8212147134302823,0.6951484431571325,5.3297863
pythia-1b,text_features.pyth.256.10000,contains_all_whitespace,11,2178,0.6868231733889331,0.7482128673550437,0.684593023255814,0.8248686514886164,1.9948548
pythia-1b,ewt.pyth.512.-1,Voice_Pass,2,2482,0.7256186875024304,0.7416829745596869,0.6865942028985508,0.8063829787234043,3.366933
pythia-1b,latex.pyth.1024.-1,is_denominator,12,287,0.6690064290765306,0.732128829536528,0.89272030651341,0.6205059920106525,3.1732771
pythia-1b,text_features.pyth.256.10000,leading_capital,2,5390,0.6907087901758492,0.7247247247247247,0.8982630272952854,0.6073825503355704,6.1473722
pythia-1b,ewt.pyth.512.-1,upos_ADP,13,7725,0.653336809866864,0.7223701731025299,0.7022653721682848,0.7436600411240576,3.6935358
pythia-1b,ewt.pyth.512.-1,first_eos_True,1,7866,0.6873166814271109,0.7222832052689353,0.6783505154639176,0.7723004694835681,-36.0279
pythia-1b,distribution_id.pyth.512.-1,github,1,4995,0.6842119926703663,0.7209944751381215,0.633495145631068,0.8365384615384616,27.185259
pythia-1b,text_features.pyth.256.10000,contains_capital,2,5390,0.6813535517891008,0.7167167167167167,0.8905472636815921,0.5996649916247906,6.2018504
pythia-1b,ewt.pyth.512.-1,upos_PROPN,4,1983,0.6612355663893174,0.7156030984876429,0.8144416456759026,0.6381578947368421,4.281427
pythia-1b,ewt.pyth.512.-1,upos_PRON,7,4950,0.6823857411190953,0.7113443681873234,0.9177083333333333,0.5807514831905076,2.720102
pythia-1b,latex.pyth.1024.-1,is_superscript,6,6446,0.6095291979612761,0.6982667138309163,0.7633410672853829,0.6434159061277706,4.7677183
pythia-1b,ewt.pyth.512.-1,upos_ADJ,12,506,0.6353257528547649,0.695040710584752,0.7851170568561873,0.6235059760956175,4.065447
pythia-1b,text_features.pyth.256.10000,is_not_ascii,9,1052,0.6620251043269174,0.6898669396110543,0.9132791327913279,0.5542763157894737,5.0708127
pythia-1b,ewt.pyth.512.-1,upos_ADV,9,7596,0.6510688571924744,0.681081081081081,0.8970427163198248,0.5489276139410187,4.289388
pythia-1b,text_features.pyth.256.10000,is_not_alphanumeric,15,6978,0.5881135719767673,0.6755277560594214,0.6956521739130435,0.6565349544072948,1.8562083
pythia-1b,ewt.pyth.512.-1,VerbForm_Part,9,2707,0.6349767935465662,0.6647132691502722,0.8911335578002245,0.5300400534045394,2.3014276
pythia-1b,ewt.pyth.512.-1,upos_SYM,8,7248,0.6517809333958774,0.6594982078853047,0.5878594249201278,0.7510204081632653,3.4942267
pythia-1b,programming_lang_id.pyth.512.-1,XML,6,6291,0.6364274841369694,0.6434782608695653,0.502262443438914,0.8951612903225806,13.516135
pythia-1b,text_features.pyth.256.10000,no_leading_space_and_loweralpha,2,1580,0.5386126276696271,0.6204986149584486,0.6588235294117647,0.5863874345549738,6.251601
pythia-1b,ewt.pyth.512.-1,upos_INTJ,6,7226,0.6069820582732984,0.6105263157894737,0.5010799136069114,0.7811447811447811,4.787671
pythia-1b,ewt.pyth.512.-1,upos_NOUN,3,775,0.4950237986591184,0.5932261375299349,0.6067179846046186,0.5803212851405622,3.104157
pythia-1b,latex.pyth.1024.-1,is_subscript,2,7151,0.41950021500238605,0.5795506648326456,0.4431977559607293,0.8370860927152318,13.917101
pythia-1b,distribution_id.pyth.512.-1,pubmed_abstracts,11,7782,0.43260765091953124,0.4307692307692308,0.358974358974359,0.5384615384615384,7.007816
